material_id,material_type,strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index,material_suitability_score
338.0,PP Strap,55.0,20.0,1.0,2.5,30.0,50.0,Bundle Strapping,Literature,High,0.15023793337865396,0.01,D,0.25,41.79048266485385,0.11347517730496454,0.5360824742268041,71.130364846092,56.46042375547292
339.0,Recycled PP Strap,55.0,20.0,1.0,1.8,50.0,48.0,Bundle Strapping,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.10638297872340426,0.5360824742268041,71.48497477517,61.33946223462783
340.0,Polyester Strap (PET),65.0,25.0,1.0,3.0,40.0,70.0,Heavy Strapping,Estimate,Medium,0.18422841604350781,0.01,D,0.25,40.430863358259685,0.18439716312056736,0.6391752577319587,72.73890473056956,56.58488404441462
341.0,Recycled PET Strap,65.0,25.0,1.0,2.0,60.0,68.0,Heavy Strapping,Estimate,Medium,0.11624745071380013,0.01,C,0.5,50.650101971447995,0.1773049645390071,0.6391752577319587,73.09351465964757,61.87180831554778
342.0,Steel Strap,80.0,30.0,0.0,6.0,90.0,90.0,Heavy Strapping,Literature,High,0.38817131203263083,0.0,A,1.0,54.473147518694766,0.2553191489361702,0.7938144329896907,76.92476420267602,65.69895586068539
343.0,Bio-based Strap,40.0,12.0,30.0,1.7,60.0,80.0,Light Bundling,Estimate,Medium,0.09585316111488781,0.3,C,0.5,60.165873555404495,0.2198581560283688,0.38144329896907214,58.079257147035165,59.12256535121983
344.0,Paper Tape - Virgin,12.0,5.0,80.0,0.8,85.0,40.0,Box Sealing,Literature,High,0.034670292318150914,0.8,B,0.75,85.11318830727396,0.07801418439716312,0.09278350515463918,50.7384660378738,67.92582717257388
345.0,Paper Tape - Recycled,12.0,5.0,82.0,0.6,90.0,38.0,Box Sealing,Estimate,Medium,0.02107409925220938,0.82,A,1.0,93.75703602991163,0.07092198581560284,0.09278350515463918,51.093075966951815,72.42505599843173
346.0,Plastic Tape - PP,25.0,6.0,1.0,2.3,30.0,35.0,Box Sealing,Literature,High,0.13664174031271242,0.01,D,0.25,42.334330387491505,0.06028368794326241,0.2268041237113402,58.32602178840389,50.3301760879477
347.0,Plastic Tape - Recycled,25.0,6.0,1.0,1.7,50.0,34.0,Box Sealing,Estimate,Medium,0.09585316111488781,0.01,C,0.5,51.465873555404485,0.05673758865248227,0.2268041237113402,58.5033267529429,54.98460015417369
348.0,Bio-based Plastic Tape,22.0,6.0,30.0,1.5,45.0,45.0,Box Sealing,Estimate,Medium,0.08225696804894629,0.3,D,0.25,53.209721278042146,0.09574468085106383,0.1958762886597938,55.0065803904365,54.108150834239325
349.0,Water-activated Paper Tape,14.0,6.0,80.0,0.9,88.0,42.0,Box Sealing,Estimate,Medium,0.04146838885112169,0.8,B,0.75,84.84126444595513,0.0851063829787234,0.1134020618556701,51.41478394384733,68.12802419490123
350.0,Compostable Tape,18.0,6.0,85.0,0.7,60.0,55.0,Box Sealing,Estimate,Medium,0.027872195785180146,0.85,C,0.5,79.3851121685928,0.13120567375886524,0.15463917525773196,51.17167507494334,65.27839362176806
351.0,Virgin Cardboard - E-commerce Light,14.0,12.0,5.0,1.12,90.0,44.0,E-commerce,Estimate,Medium,0.05642420122365738,0.05,A,1.0,69.2430319510537,0.09219858156028368,0.1134020618556701,51.06017401476932,60.15160298291151
352.0,Virgin Cardboard - E-commerce Heavy,18.0,20.0,5.0,1.2,90.0,48.0,E-commerce,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.10638297872340426,0.15463917525773196,52.41280982671639,60.71915134435751
353.0,Recycled Cardboard - E-commerce Light,14.0,12.0,5.0,0.78,95.0,39.0,E-commerce,Estimate,Medium,0.03331067301155677,0.05,A,1.0,70.16757307953773,0.07446808510638298,0.1134020618556701,51.94669883746435,61.05713595850104
354.0,Recycled Cardboard - E-commerce Heavy,18.0,20.0,5.0,0.85,95.0,44.0,E-commerce,Estimate,Medium,0.038069340584636305,0.05,A,1.0,69.97722637661454,0.09219858156028368,0.15463917525773196,53.12202968487241,61.54962803074348
355.0,Virgin Cardboard - White Top,16.0,15.0,5.0,1.16,88.0,47.0,Display Boxes,Estimate,Medium,0.059143439836845675,0.05,B,0.75,61.634262406526176,0.10283687943262411,0.13402061855670103,51.55918695620385,56.59672468136502
356.0,Recycled Cardboard - White Top,16.0,15.0,5.0,0.86,92.0,42.0,Display Boxes,Estimate,Medium,0.03874915023793338,0.05,A,1.0,69.95003399048268,0.0851063829787234,0.13402061855670103,52.44571177889888,61.19787288469078
357.0,High-strength Virgin Cardboard,20.0,25.0,5.0,1.25,88.0,52.0,Industrial,Estimate,Medium,0.06526172671651936,0.05,B,0.75,61.38953093133923,0.12056737588652482,0.17525773195876287,52.7345178036119,57.062024367475566
358.0,High-strength Recycled Cardboard,20.0,25.0,5.0,0.9,93.0,48.0,Industrial,Estimate,Medium,0.04146838885112169,0.05,A,1.0,69.84126444595513,0.10638297872340426,0.17525773195876287,53.44373766176793,61.64250105386154
359.0,Low-density Virgin Cardboard,12.0,10.0,5.0,1.05,92.0,40.0,Light Goods,Estimate,Medium,0.051665533650577834,0.05,A,1.0,69.4333786539769,0.07801418439716312,0.09278350515463918,50.7384660378738,60.085922345925354
360.0,Low-density Recycled Cardboard,12.0,10.0,5.0,0.76,96.0,36.0,Light Goods,Estimate,Medium,0.03195105370496261,0.05,A,1.0,70.22195785180149,0.06382978723404255,0.09278350515463918,51.44768589602984,60.834821873915665
361.0,Recycled Paper - Newsprint,4.0,4.0,5.0,0.55,90.0,25.0,Void Fill/Wrap,Estimate,Medium,0.017675050985724,0.05,A,1.0,70.79299796057103,0.024822695035460994,0.010309278350515464,49.274329165752725,60.03366356316188
362.0,Recycled Paper - High Bright,5.0,5.0,5.0,0.6,88.0,32.0,Print Inserts,Estimate,Medium,0.02107409925220938,0.05,B,0.75,63.15703602991163,0.04964539007092199,0.020618556701030927,48.54865833150545,55.85284718070854
363.0,Virgin Paper - High Bright,6.0,5.0,5.0,0.95,80.0,38.0,Print Inserts,Estimate,Medium,0.04486743711760706,0.05,B,0.75,62.20530251529573,0.07092198581560284,0.030927835051546393,48.00029246179718,55.10279748854646
364.0,Recycled Paper - Tissue,3.0,3.0,5.0,0.5,92.0,20.0,Protective Wrap,Estimate,Medium,0.014276002719238614,0.05,A,1.0,70.92895989123046,0.0070921985815602835,0.0,49.645390070921984,60.28717498107622
365.0,Virgin Paper - Tissue,3.0,3.0,5.0,0.85,85.0,22.0,Protective Wrap,Estimate,Medium,0.038069340584636305,0.05,B,0.75,62.477226376614546,0.014184397163120567,0.0,49.29078014184397,55.88400325922926
366.0,Virgin Paper - Board,10.0,8.0,5.0,1.1,82.0,40.0,Cartons,Estimate,Medium,0.055064581917063225,0.05,B,0.75,61.79741672331747,0.07801418439716312,0.07216494845360824,49.707538202822256,55.752477463069866
367.0,Recycled Paper - Board,10.0,8.0,5.0,0.8,90.0,35.0,Cartons,Estimate,Medium,0.034670292318150914,0.05,A,1.0,70.11318830727397,0.06028368794326241,0.07216494845360824,50.594063025517286,60.35362566639563
368.0,Virgin Paper - Beer Carrier Board,12.0,10.0,5.0,1.2,80.0,45.0,Multipacks,Estimate,Medium,0.06186267845003398,0.05,B,0.75,61.52549286199864,0.09574468085106383,0.09278350515463918,49.85194121517877,55.688717038588706
369.0,Recycled Paper - Beer Carrier Board,12.0,10.0,5.0,0.9,88.0,40.0,Multipacks,Estimate,Medium,0.04146838885112169,0.05,B,0.75,62.34126444595513,0.07801418439716312,0.09278350515463918,50.7384660378738,56.53986524191447
370.0,Virgin Paper - Liquid Packaging Board,14.0,12.0,5.0,1.3,78.0,55.0,Cartons,Estimate,Medium,0.06866077498300475,0.05,B,0.75,61.25356900067982,0.13120567375886524,0.1134020618556701,49.109819404840245,55.18169420276003
371.0,PLA Bioplastic - High Heat,55.0,11.0,70.0,0.7,60.0,135.0,Hot Fill Packs,Estimate,Medium,0.027872195785180146,0.7,C,0.5,74.8851121685928,0.4148936170212766,0.5360824742268041,56.05944286027638,65.47227751443458
372.0,PLA Bioplastic - Cold Chain,50.0,10.0,85.0,0.5,70.0,125.0,Cold Foods,Estimate,Medium,0.014276002719238614,0.85,B,0.75,87.42895989123046,0.37943262411347517,0.4845360824742268,55.25517291803759,71.34206640463402
373.0,PLA Bioplastic - Fiber-filled,60.0,12.0,75.0,0.8,65.0,140.0,Durables,Estimate,Medium,0.034670292318150914,0.75,C,0.5,76.11318830727397,0.4326241134751773,0.5876288659793815,57.75023762521021,66.93171296624209
374.0,PLA Bioplastic - Mineral-filled,65.0,14.0,70.0,0.9,60.0,145.0,Durables,Estimate,Medium,0.04146838885112169,0.7,C,0.5,74.34126444595513,0.450354609929078,0.6391752577319587,59.44103239014403,66.89114841804958
375.0,PLA Bioplastic - Flex-rigid Blend,52.0,11.0,80.0,0.6,68.0,130.0,General Packaging,Estimate,Medium,0.02107409925220938,0.8,C,0.5,78.15703602991164,0.3971631205673759,0.5051546391752577,55.399575930394086,66.77830598015287
376.0,Compostable Plastic - Home Compost Low Temp,35.0,7.0,90.0,0.55,68.0,108.0,Food Wrap,Estimate,Medium,0.017675050985724,0.9,C,0.5,81.29299796057104,0.3191489361702128,0.32989690721649484,50.53739855231411,65.91519825644258
377.0,Compostable Plastic - Industrial High Temp,45.0,9.0,80.0,0.65,70.0,115.0,Food Packs,Estimate,Medium,0.02447314751869477,0.8,B,0.75,85.52107409925222,0.34397163120567376,0.4329896907216495,54.45090297579879,69.9859885375255
378.0,Compostable Plastic - Transparent Film,32.0,7.0,85.0,0.6,65.0,104.0,Window Packs,Estimate,Medium,0.02107409925220938,0.85,C,0.5,79.65703602991164,0.3049645390070922,0.29896907216494845,49.70022665789281,64.67863134390223
379.0,Compostable Plastic - Opaque Film,34.0,8.0,85.0,0.62,65.0,106.0,General Wraps,Estimate,Medium,0.022433718558803536,0.85,C,0.5,79.60265125764786,0.3120567375886525,0.31958762886597936,50.37654456386635,64.98959791075711
380.0,Compostable Plastic - Coated Paper Barrier,30.0,8.0,80.0,0.7,70.0,110.0,Snack Packs,Estimate,Medium,0.027872195785180146,0.8,B,0.75,85.3851121685928,0.3262411347517731,0.27835051546391754,47.60546903560722,66.49529060210001
381.0,Conventional Plastic PET - High Barrier,65.0,16.0,1.0,3.3,45.0,90.0,Retort Packs,Estimate,Medium,0.2046227056424201,0.01,D,0.25,39.615091774303195,0.2553191489361702,0.6391752577319587,69.19280543978942,54.40394860704631
382.0,Conventional Plastic PET - Metallized,60.0,15.0,1.0,3.5,40.0,95.0,Snack Packs,Estimate,Medium,0.21821889870836164,0.01,D,0.25,39.07124405166554,0.2730496453900709,0.5876288659793815,65.72896102946552,52.40010254056553
383.0,Conventional Plastic PET - Silica Coated,62.0,16.0,1.0,3.4,45.0,100.0,High Barrier Films,Estimate,Medium,0.21142080217539086,0.01,D,0.25,39.34316791298437,0.2907801418439716,0.6082474226804123,65.87336404182203,52.6082659774032
384.0,Conventional Plastic PET - Reheat Clear,64.0,18.0,1.0,3.2,50.0,85.0,Bottle Preforms,Estimate,Medium,0.19782460910944935,0.01,C,0.5,47.387015635622035,0.2375886524822695,0.6288659793814433,69.5638663449587,58.475440990290366
385.0,Conventional Plastic PET - Thick Sheet,70.0,20.0,1.0,3.6,45.0,110.0,Thermoforming,Estimate,Medium,0.22501699524133242,0.01,D,0.25,38.799320190346705,0.3262411347517731,0.6907216494845361,68.22402573663815,53.51167296349243
386.0,Conventional Plastic HDPE - Pipe Grade,80.0,25.0,1.0,3.4,50.0,95.0,Pipe/Conduit,Estimate,Medium,0.21142080217539086,0.01,C,0.5,46.84316791298437,0.2730496453900709,0.7938144329896907,76.038239379981,61.44070364648268
387.0,Conventional Plastic HDPE - Blow Fill,68.0,20.0,1.0,3.1,55.0,87.0,Blow Bottles,Estimate,Medium,0.19102651257647857,0.01,C,0.5,47.65893949694087,0.24468085106382978,0.6701030927835051,71.27111208598377,59.465025791462324
388.0,Conventional Plastic HDPE - High MFI,60.0,16.0,1.0,3.0,55.0,83.0,Thin Wall,Estimate,Medium,0.18422841604350781,0.01,C,0.5,47.93086335825969,0.23049645390070922,0.5876288659793815,67.8566206039336,57.89374198109665
389.0,Conventional Plastic HDPE - Low MFI,70.0,22.0,1.0,3.3,50.0,90.0,Heavy Containers,Estimate,Medium,0.2046227056424201,0.01,C,0.5,47.115091774303195,0.2553191489361702,0.6907216494845361,71.7701250274183,59.44260840086075
390.0,Conventional Plastic HDPE - Film LL Blend,58.0,16.0,1.0,2.9,50.0,80.0,Shopping Bags,Estimate,Medium,0.17743031951053703,0.01,C,0.5,48.202787219578525,0.2198581560283688,0.5670103092783505,67.35760766249909,57.78019744103881
391.0,Recycled PET - Food Grade,60.0,15.0,1.0,1.9,80.0,95.0,Food Packs,Estimate,Medium,0.10944935418082935,0.01,B,0.75,58.422025832766835,0.2730496453900709,0.5876288659793815,65.72896102946552,62.07549343111618
392.0,Recycled PET - Non Food Grade,60.0,15.0,1.0,1.7,75.0,85.0,Fibers/Straps,Estimate,Medium,0.09585316111488781,0.01,B,0.75,58.96587355540448,0.2375886524822695,0.5876288659793815,67.5020106748556,63.233942115130034
393.0,Recycled PET - Fiber Grade,58.0,14.0,1.0,1.6,70.0,82.0,Textiles,Estimate,Medium,0.08905506458191706,0.01,B,0.75,59.237797416723325,0.22695035460992907,0.5670103092783505,67.00299773342107,63.1203975750722
394.0,Recycled PET - Sheet High Recycled Content,60.0,15.0,1.0,1.6,80.0,92.0,Trays,Estimate,Medium,0.08905506458191706,0.01,B,0.75,59.237797416723325,0.2624113475177305,0.5876288659793815,66.26087592308254,62.74933666990293
395.0,Recycled PET - Bottle Grade High Recycled,60.0,15.0,1.0,1.5,85.0,98.0,Bottles,Estimate,Medium,0.08225696804894629,0.01,B,0.75,59.50972127804215,0.28368794326241137,0.5876288659793815,65.19704613584851,62.35338370694533
396.0,Sugarcane Bagasse - Hot Cup Liner,10.0,6.0,88.0,0.42,75.0,55.0,Hot Drinks,Estimate,Medium,0.008837525492861998,0.88,B,0.75,88.54649898028552,0.13120567375886524,0.07216494845360824,47.047963734737145,67.79723135751134
397.0,Sugarcane Bagasse - Cold Cup Liner,10.0,6.0,90.0,0.4,78.0,52.0,Cold Drinks,Estimate,Medium,0.007477906186267848,0.9,B,0.75,89.20088375254929,0.12056737588652482,0.07216494845360824,47.57987862835417,68.39038119045173
398.0,Sugarcane Bagasse - Heavy Plate,15.0,9.0,85.0,0.45,78.0,58.0,Food Service,Estimate,Medium,0.01087695445275323,0.85,B,0.75,87.56492182188987,0.14184397163120568,0.12371134020618557,49.093368428748995,68.32914512531943
399.0,Sugarcane Bagasse - Compartment Tray,14.0,10.0,88.0,0.43,80.0,57.0,Meal Trays,Estimate,Medium,0.009517335146159076,0.88,B,0.75,88.51930659415365,0.13829787234042554,0.1134020618556701,48.75520947576223,68.63725803495794
400.0,Sugarcane Bagasse - Lid,11.0,7.0,90.0,0.41,80.0,53.0,Food Trays,Estimate,Medium,0.00815771583956492,0.9,B,0.75,89.1736913664174,0.12411347517730496,0.08247422680412371,47.91803758134094,68.54586447387916
401.0,Wood Pulp Molded Fiber - Phone Insert,9.0,5.0,88.0,0.48,75.0,54.0,Electronics,Literature,High,0.012916383412644459,0.88,B,0.75,88.38334466349423,0.1276595744680851,0.061855670103092786,46.709804781750385,67.54657472262231
402.0,Wood Pulp Molded Fiber - Laptop Insert,11.0,7.0,85.0,0.52,73.0,58.0,Electronics,Estimate,Medium,0.01563562202583277,0.85,B,0.75,87.37457511896669,0.14184397163120568,0.08247422680412371,47.0315127586459,67.2030439388063
403.0,Wood Pulp Molded Fiber - TV Frame,12.0,8.0,82.0,0.55,70.0,60.0,Electronics,Estimate,Medium,0.017675050985724,0.82,B,0.75,86.39299796057104,0.14893617021276595,0.09278350515463918,47.19236674709366,66.79268235383235
404.0,Wood Pulp Molded Fiber - Bottle Pack,10.0,6.0,86.0,0.5,75.0,56.0,Beverage,Estimate,Medium,0.014276002719238614,0.86,B,0.75,87.72895989123045,0.1347517730496454,0.07216494845360824,46.87065877019814,67.2998093307143
405.0,Wood Pulp Molded Fiber - Cosmetic Insert,8.0,4.0,90.0,0.47,78.0,52.0,Cosmetics,Estimate,Medium,0.012236573759347382,0.9,B,0.75,89.01053704962611,0.12056737588652482,0.05154639175257732,46.54895079330263,67.77974392146437
406.0,Corrugated Paperboard - BC Flute,18.0,25.0,5.0,1.25,90.0,50.0,Shipping,Literature,High,0.06526172671651936,0.05,A,1.0,68.88953093133922,0.11347517730496454,0.15463917525773196,52.05819989763838,60.4738654144888
407.0,Corrugated Paperboard - EB Flute,17.0,22.0,5.0,1.22,92.0,49.0,Display,Estimate,Medium,0.06322229775662813,0.05,A,1.0,68.97110808973488,0.1099290780141844,0.14432989690721648,51.7200409446516,60.34557451719324
408.0,Corrugated Paperboard - E Flute,15.0,18.0,5.0,1.15,92.0,46.0,Small Packs,Estimate,Medium,0.058463630183548596,0.05,A,1.0,69.16145479265805,0.09929078014184398,0.12371134020618557,51.221028003217086,60.19124139793757
409.0,Corrugated Paperboard - F Flute,14.0,16.0,5.0,1.12,92.0,44.0,Micro Packs,Estimate,Medium,0.05642420122365738,0.05,A,1.0,69.2430319510537,0.09219858156028368,0.1134020618556701,51.06017401476932,60.15160298291151
410.0,Corrugated Paperboard - RSC Box Board,16.0,20.0,5.0,1.2,92.0,48.0,Regular Slotted,Estimate,Medium,0.06186267845003398,0.05,A,1.0,69.02549286199864,0.10638297872340426,0.13402061855670103,51.381881991664834,60.203687426831735
411.0,Cotton Fabric Wrap - Gift Grade,19.0,8.0,90.0,0.6,70.0,100.0,Gift Wrap,Estimate,Medium,0.02107409925220938,0.9,B,0.75,88.65703602991162,0.2907801418439716,0.16494845360824742,43.70841558821379,66.1827258090627
412.0,Cotton Fabric Wrap - Industrial,22.0,10.0,88.0,0.65,65.0,95.0,Industrial Wrap,Estimate,Medium,0.02447314751869477,0.88,C,0.5,80.42107409925222,0.2730496453900709,0.1958762886597938,46.14133216348614,63.28120313136918
413.0,Cotton Fabric Wrap - Printed Premium,20.0,8.0,88.0,0.62,68.0,110.0,Premium Packaging,Estimate,Medium,0.022433718558803536,0.88,C,0.5,80.50265125764787,0.3262411347517731,0.17525773195876287,42.450829860349494,61.476740558998685
414.0,Cotton Fabric Wrap - Dyed,21.0,9.0,88.0,0.63,68.0,105.0,Brand Wraps,Estimate,Medium,0.023113528212100613,0.88,C,0.5,80.47545887151598,0.30851063829787234,0.18556701030927836,43.852818600570295,62.16413873604314
415.0,Cotton Fabric Wrap - Recycled Blend,18.0,7.0,92.0,0.55,75.0,90.0,General Wraps,Estimate,Medium,0.017675050985724,0.92,B,0.75,89.39299796057104,0.2553191489361702,0.15463917525773196,44.96600131607809,67.17949963832456
416.0,Jute Bag - Retail,24.0,11.0,95.0,0.5,85.0,88.0,Retail Bags,Estimate,Medium,0.014276002719238614,0.95,B,0.75,90.42895989123045,0.24822695035460993,0.21649484536082475,48.41339475031074,69.4211773207706
417.0,Jute Bag - Supermarket,26.0,13.0,95.0,0.52,85.0,92.0,Shopping Bags,Estimate,Medium,0.01563562202583277,0.95,B,0.75,90.37457511896669,0.2624113475177305,0.23711340206185566,48.73510272720626,69.55483892308648
418.0,Jute Bag - Promotional,23.0,10.0,95.0,0.49,87.0,86.0,Promo Bags,Estimate,Medium,0.013596193065941536,0.95,B,0.75,90.45615227736234,0.24113475177304963,0.20618556701030927,48.25254076186298,69.35434651961266
419.0,Jute Bag - Heavy Duty Retail,29.0,16.0,93.0,0.55,83.0,98.0,Heavy Retail Bags,Estimate,Medium,0.017675050985724,0.93,B,0.75,89.69299796057103,0.28368794326241137,0.26804123711340205,49.21766469254953,69.45533132656028
420.0,Jute Bag - Drawstring,21.0,9.0,95.0,0.48,88.0,84.0,Gift Bags,Estimate,Medium,0.012916383412644459,0.95,B,0.75,90.48334466349422,0.23404255319148937,0.18556701030927836,47.57622285588945,69.02978375969184
421.0,PLA Sheet - Retail Food Grade,50.0,12.0,80.0,0.55,70.0,125.0,Food Packs,Literature,High,0.017675050985724,0.8,B,0.75,85.79299796057104,0.37943262411347517,0.4845360824742268,55.25517291803759,70.52408543930432
422.0,PLA Sheet - Industrial,52.0,13.0,78.0,0.6,68.0,130.0,Electronics,Estimate,Medium,0.02107409925220938,0.78,C,0.5,77.55703602991163,0.3971631205673759,0.5051546391752577,55.399575930394086,66.47830598015285
423.0,PLA Sheet - High Impact,55.0,14.0,75.0,0.65,65.0,135.0,Durables,Estimate,Medium,0.02447314751869477,0.75,C,0.5,76.5210740992522,0.4148936170212766,0.5360824742268041,56.05944286027638,66.29025847976429
424.0,PLA Sheet - Printing Grade,49.0,11.0,80.0,0.56,70.0,122.0,Print Packaging,Estimate,Medium,0.01835486063902108,0.8,B,0.75,85.76580557443916,0.36879432624113473,0.4742268041237113,55.27162389412883,70.51871473428399
425.0,PLA Sheet - Barrier Coated,51.0,12.0,78.0,0.6,68.0,128.0,Snacks,Estimate,Medium,0.02107409925220938,0.78,C,0.5,77.55703602991163,0.3900709219858156,0.4948453608247423,55.23872194194633,66.39787898592898
426.0,Polylactic Acid Blend - Bottle,48.0,11.0,80.0,0.5,70.0,120.0,Bottles,Estimate,Medium,0.014276002719238614,0.8,B,0.75,85.92895989123045,0.3617021276595745,0.4639175257731959,55.11076990568107,70.51986489845575
427.0,Polylactic Acid Blend - Sheet High Barrier,47.0,11.0,78.0,0.55,68.0,123.0,Snacks,Estimate,Medium,0.017675050985724,0.78,C,0.5,77.69299796057105,0.3723404255319149,0.4536082474226804,54.06339109453827,65.87819452755465
428.0,Polylactic Acid Blend - Film High Clarity,45.0,10.0,80.0,0.5,70.0,118.0,Window Packs,Estimate,Medium,0.014276002719238614,0.8,B,0.75,85.92895989123045,0.3546099290780142,0.4329896907216495,53.91898808218176,69.9239739867061
429.0,Polylactic Acid Blend - Foamable,42.0,9.0,80.0,0.6,65.0,115.0,Foam Packs,Estimate,Medium,0.02107409925220938,0.8,C,0.5,78.15703602991164,0.34397163120567376,0.4020618556701031,52.90451122322146,65.53077362656654
430.0,Polylactic Acid Blend - Injection Grade,50.0,12.0,78.0,0.58,68.0,125.0,Closures,Estimate,Medium,0.019714479945615225,0.78,C,0.5,77.61142080217539,0.37943262411347517,0.4845360824742268,55.25517291803759,66.43329686010648
