strength_mpa,weight_capacity_kg,biodegradability_percent,co2_emission_kg_per_kg,recyclability_percent,cost_per_kg,industry_use_case,source_type,confidence_level,co2_emission_norm,biodegradability_norm,recyclability_category,recyclability_score,co2_impact_index,cost_norm,strength_norm,cost_efficiency_index
50.0,25.0,1.0,3.5,30.0,80.0,Palletization,Estimate,Medium,0.2182188987083616,0.01,D,0.25,39.07124405166554,0.2198581560283688,0.4845360824742268,63.23389632229291
50.0,25.0,1.0,2.5,50.0,75.0,Palletization,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.202127659574468,0.4845360824742268,64.12042114498794
35.0,30.0,60.0,2.5,60.0,90.0,Palletization,Estimate,Medium,0.1502379333786539,0.6,C,0.5,66.99048266485384,0.2553191489361702,0.3298969072164948,53.72888791401624
40.0,22.0,30.0,2.0,50.0,95.0,Palletization,Estimate,Medium,0.1162474507138001,0.3,C,0.5,59.350101971448,0.2730496453900709,0.3814432989690721,55.41968267895005
20.0,25.0,5.0,1.3,88.0,55.0,Bulk Bins,Estimate,Medium,0.0686607749830047,0.05,B,0.75,61.25356900067982,0.1312056737588652,0.1752577319587628,52.20260290999488
20.0,25.0,5.0,0.9,93.0,50.0,Bulk Bins,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.1134751773049645,0.1752577319587628,53.08912773268992
70.0,30.0,1.0,4.0,50.0,110.0,Bulk Bins,Estimate,Medium,0.2522093813732154,0.01,C,0.5,45.211624745071376,0.3262411347517731,0.6907216494845361,68.22402573663815
70.0,30.0,1.0,2.8,65.0,105.0,Bulk Bins,Estimate,Medium,0.1706322229775662,0.01,C,0.5,48.47471108089735,0.3085106382978723,0.6907216494845361,69.11055055933318
80.0,35.0,0.0,7.0,90.0,140.0,Bulk Bins,Estimate,Medium,0.4561522773623385,0.0,A,1.0,51.753908905506464,0.4326241134751773,0.7938144329896907,68.05951597572566
50.0,25.0,30.0,2.5,55.0,120.0,Bulk Bins,Estimate,Medium,0.1502379333786539,0.3,C,0.5,57.99048266485385,0.3617021276595745,0.4845360824742268,56.141697740732624
14.0,10.0,5.0,1.05,90.0,40.0,Archive,Literature,High,0.0516655336505778,0.05,A,1.0,69.4333786539769,0.0780141843971631,0.1134020618556701,51.76939387292535
14.0,10.0,5.0,0.78,95.0,36.0,Archive,Estimate,Medium,0.0333106730115567,0.05,A,1.0,70.16757307953773,0.0638297872340425,0.1134020618556701,52.47861373108138
12.0,8.0,80.0,0.9,90.0,35.0,Archive,Estimate,Medium,0.0414683888511216,0.8,A,1.0,92.34126444595516,0.0602836879432624,0.0927835051546391,51.62499086056884
45.0,18.0,1.0,3.0,30.0,60.0,Archive,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1489361702127659,0.4329896907216495,64.20267602544418
45.0,18.0,1.0,2.0,50.0,58.0,Archive,Estimate,Medium,0.1162474507138001,0.01,C,0.5,50.650101971448,0.1418439716312056,0.4329896907216495,64.55728595452219
6.0,4.0,5.0,0.9,85.0,30.0,Envelopes,Literature,High,0.0414683888511216,0.05,B,0.75,62.34126444595513,0.0425531914893617,0.0309278350515463,49.41873217810924
6.0,4.0,5.0,0.6,90.0,26.0,Envelopes,Estimate,Medium,0.0210740992522093,0.05,A,1.0,70.65703602991162,0.0283687943262411,0.0309278350515463,50.127952036265256
25.0,8.0,1.0,2.5,30.0,40.0,Envelopes,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.0780141843971631,0.2268041237113402,57.439496965708855
25.0,8.0,1.0,1.8,50.0,38.0,Envelopes,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.0709219858156028,0.2268041237113402,57.794106894786864
18.0,6.0,85.0,0.7,60.0,55.0,Envelopes,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.1312056737588652,0.1546391752577319,51.17167507494334
16.0,10.0,80.0,1.0,85.0,45.0,Envelopes,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,14.0,5.0,1.1,90.0,46.0,Shoes,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0992907801418439,0.134020618556701,51.73649192074286
16.0,14.0,5.0,0.8,95.0,42.0,Shoes,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0851063829787234,0.134020618556701,52.44571177889888
10.0,6.0,80.0,0.8,90.0,35.0,Shoes,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0602836879432624,0.0721649484536082,50.594063025517286
40.0,16.0,1.0,3.0,30.0,60.0,Shoes,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1489361702127659,0.3814432989690721,61.625356437815306
20.0,14.0,40.0,1.5,60.0,80.0,Shoes,Estimate,Medium,0.0822569680489462,0.4,C,0.5,63.70972127804215,0.2198581560283688,0.1752577319587628,47.76997879651971
16.0,12.0,5.0,1.1,90.0,45.0,Apparel,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Apparel,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
14.0,8.0,80.0,0.9,90.0,40.0,Apparel,Estimate,Medium,0.0414683888511216,0.8,A,1.0,92.34126444595516,0.0780141843971631,0.1134020618556701,51.76939387292535
30.0,10.0,1.0,2.5,30.0,50.0,Apparel,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,1.8,50.0,48.0,Apparel,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.2783505154639175,58.59837683702567
25.0,9.0,40.0,1.7,50.0,70.0,Apparel,Estimate,Medium,0.0958531611148878,0.4,C,0.5,63.16587355540448,0.1843971631205673,0.2268041237113402,52.12034802953865
20.0,8.0,85.0,0.7,60.0,90.0,Apparel,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.1752577319587628,45.99692915112964
16.0,14.0,5.0,1.1,88.0,48.0,E-commerce,Estimate,Medium,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.1063829787234042,0.134020618556701,51.381881991664834
16.0,14.0,5.0,0.8,92.0,44.0,E-commerce,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0921985815602836,0.134020618556701,52.09110184982087
12.0,8.0,80.0,0.8,90.0,40.0,E-commerce,Estimate,Medium,0.0346702923181509,0.8,A,1.0,92.61318830727396,0.0780141843971631,0.0927835051546391,50.7384660378738
12.0,8.0,82.0,0.6,92.0,38.0,E-commerce,Estimate,Medium,0.0210740992522093,0.82,A,1.0,93.75703602991165,0.0709219858156028,0.0927835051546391,51.093075966951815
30.0,10.0,1.0,2.5,30.0,50.0,E-commerce,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,1.8,50.0,48.0,E-commerce,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1063829787234042,0.2783505154639175,58.59837683702567
15.0,8.0,80.0,0.9,85.0,45.0,E-commerce,Estimate,Medium,0.0414683888511216,0.8,B,0.75,84.84126444595513,0.0957446808510638,0.1237113402061855,51.39833296775609
20.0,8.0,85.0,0.7,60.0,80.0,E-commerce,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
15.0,10.0,5.0,1.1,90.0,42.0,Books,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0851063829787234,0.1237113402061855,51.930247861373104
15.0,10.0,5.0,0.8,95.0,38.0,Books,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0709219858156028,0.1237113402061855,52.63946771952914
14.0,8.0,80.0,0.9,90.0,40.0,Books,Estimate,Medium,0.0414683888511216,0.8,A,1.0,92.34126444595516,0.0780141843971631,0.1134020618556701,51.76939387292535
30.0,10.0,1.0,2.5,30.0,50.0,Books,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
20.0,8.0,85.0,0.7,60.0,80.0,Books,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
18.0,16.0,5.0,1.2,88.0,50.0,Wine,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,16.0,5.0,0.9,93.0,46.0,Wine,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.1546391752577319,52.7674197557944
12.0,9.0,85.0,0.5,80.0,55.0,Wine,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1312056737588652,0.0927835051546391,48.078891569788695
65.0,18.0,1.0,3.0,40.0,85.0,Wine,Estimate,Medium,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2375886524822695,0.6391752577319587,70.07933026248446
65.0,18.0,1.0,1.8,60.0,82.0,Wine,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.226950354609929,0.6391752577319587,70.61124515610149
18.0,16.0,5.0,1.2,90.0,48.0,Fruit,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,16.0,5.0,0.82,95.0,44.0,Fruit,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
70.0,25.0,1.0,3.0,50.0,90.0,Fruit,Literature,High,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2553191489361702,0.6907216494845361,71.7701250274183
70.0,25.0,1.0,2.2,65.0,85.0,Fruit,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.2375886524822695,0.6907216494845361,72.65664985011333
12.0,9.0,85.0,0.5,80.0,55.0,Fruit,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1312056737588652,0.0927835051546391,48.078891569788695
7.0,4.0,80.0,0.7,90.0,35.0,Fruit,Estimate,Medium,0.0278721957851801,0.8,A,1.0,92.88511216859278,0.0602836879432624,0.0412371134020618,49.04767127293997
25.0,8.0,40.0,1.5,50.0,70.0,Fruit,Estimate,Medium,0.0822569680489462,0.4,C,0.5,63.70972127804215,0.1843971631205673,0.2268041237113402,52.12034802953865
20.0,7.0,85.0,0.7,60.0,80.0,Fruit,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
18.0,16.0,5.0,1.2,90.0,48.0,Vegetables,Estimate,Medium,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1063829787234042,0.1546391752577319,52.41280982671639
18.0,16.0,5.0,0.82,95.0,44.0,Vegetables,Estimate,Medium,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0921985815602836,0.1546391752577319,53.12202968487241
70.0,25.0,1.0,3.0,50.0,90.0,Vegetables,Estimate,Medium,0.1842284160435078,0.01,C,0.5,47.93086335825969,0.2553191489361702,0.6907216494845361,71.7701250274183
70.0,25.0,1.0,2.2,65.0,85.0,Vegetables,Estimate,Medium,0.1298436437797416,0.01,C,0.5,50.10625424881033,0.2375886524822695,0.6907216494845361,72.65664985011333
12.0,9.0,85.0,0.5,80.0,55.0,Vegetables,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.1312056737588652,0.0927835051546391,48.078891569788695
7.0,4.0,80.0,0.7,90.0,35.0,Vegetables,Estimate,Medium,0.0278721957851801,0.8,A,1.0,92.88511216859278,0.0602836879432624,0.0412371134020618,49.04767127293997
25.0,8.0,40.0,1.5,50.0,70.0,Vegetables,Estimate,Medium,0.0822569680489462,0.4,C,0.5,63.70972127804215,0.1843971631205673,0.2268041237113402,52.12034802953865
20.0,7.0,85.0,0.7,60.0,80.0,Vegetables,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.1752577319587628,47.76997879651971
18.0,16.0,5.0,1.2,88.0,50.0,Meat,Estimate,Medium,0.0618626784500339,0.05,B,0.75,61.52549286199864,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,16.0,5.0,0.9,93.0,46.0,Meat,Estimate,Medium,0.0414683888511216,0.05,A,1.0,69.84126444595513,0.0992907801418439,0.1546391752577319,52.7674197557944
65.0,18.0,1.0,3.0,30.0,80.0,Meat,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795
65.0,18.0,1.0,2.0,50.0,78.0,Meat,Estimate,Medium,0.1162474507138001,0.01,C,0.5,50.650101971448,0.2127659574468085,0.6391752577319587,71.32046501425751
17.0,12.0,80.0,1.1,85.0,60.0,Meat,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.1489361702127659,0.1443298969072164,49.76968633472253
15.0,11.0,88.0,0.45,78.0,60.0,Meat,Estimate,Medium,0.0108769544527532,0.88,B,0.75,88.46492182188986,0.1489361702127659,0.1237113402061855,48.73875849967098
70.0,20.0,1.0,4.0,20.0,85.0,Meat,Literature,High,0.2522093813732154,0.01,D,0.25,37.71162474507138,0.2375886524822695,0.6907216494845361,72.65664985011333
50.0,16.0,1.0,2.5,50.0,80.0,Meat,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.2198581560283688,0.4845360824742268,63.23389632229291
40.0,14.0,85.0,0.8,60.0,100.0,Meat,Estimate,Medium,0.0346702923181509,0.85,C,0.5,79.11318830727397,0.2907801418439716,0.3814432989690721,54.53315785625503
16.0,12.0,5.0,1.1,88.0,48.0,Dairy,Literature,High,0.0550645819170632,0.05,B,0.75,61.79741672331747,0.1063829787234042,0.134020618556701,51.381881991664834
16.0,12.0,5.0,0.8,92.0,44.0,Dairy,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0921985815602836,0.134020618556701,52.09110184982087
25.0,15.0,5.0,3.0,60.0,100.0,Dairy,Literature,High,0.1842284160435078,0.05,C,0.5,49.13086335825969,0.2907801418439716,0.2268041237113402,46.80119909336843
25.0,15.0,20.0,2.0,70.0,120.0,Dairy,Estimate,Medium,0.1162474507138001,0.2,B,0.75,63.85010197144799,0.3617021276595745,0.2268041237113402,43.25509980258829
30.0,18.0,5.0,6.0,30.0,150.0,Dairy,Literature,High,0.3881713120326308,0.05,D,0.25,33.473147518694766,0.4680851063829787,0.2783505154639175,40.51327045404694
26.0,16.0,5.0,2.5,75.0,110.0,Dairy,Estimate,Medium,0.1502379333786539,0.05,B,0.75,57.99048266485385,0.3262411347517731,0.2371134020618556,45.54361336550413
50.0,10.0,80.0,0.6,70.0,120.0,Dairy,Estimate,Medium,0.0210740992522093,0.8,B,0.75,85.65703602991162,0.3617021276595745,0.4845360824742268,56.141697740732624
55.0,11.0,1.0,3.0,40.0,80.0,Dairy,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5360824742268041,65.81121590992176
50.0,10.0,1.0,2.6,40.0,75.0,Dairy,Literature,High,0.1570360299116247,0.01,D,0.25,41.518558803535015,0.202127659574468,0.4845360824742268,64.12042114498794
50.0,10.0,1.0,1.9,55.0,72.0,Dairy,Estimate,Medium,0.1094493541808293,0.01,C,0.5,50.92202583276683,0.1914893617021276,0.4845360824742268,64.65233603860496
20.0,12.0,80.0,1.1,85.0,90.0,Dairy,Estimate,Medium,0.0550645819170632,0.8,B,0.75,84.29741672331747,0.2553191489361702,0.1752577319587628,45.99692915112964
15.0,10.0,5.0,1.1,90.0,40.0,Eggs,Literature,High,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0780141843971631,0.1237113402061855,52.28485779045112
15.0,10.0,5.0,0.8,95.0,36.0,Eggs,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0638297872340425,0.1237113402061855,52.99407764860715
12.0,9.0,85.0,0.5,80.0,45.0,Eggs,Literature,High,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.0957446808510638,0.0927835051546391,49.85194121517877
65.0,15.0,1.0,3.0,40.0,70.0,Eggs,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.6391752577319587,72.73890473056956
65.0,15.0,1.0,1.8,60.0,68.0,Eggs,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.1773049645390071,0.6391752577319587,73.09351465964757
12.0,9.0,85.0,0.5,85.0,42.0,Eggs,Estimate,Medium,0.0142760027192386,0.85,B,0.75,87.42895989123046,0.0851063829787234,0.0927835051546391,50.38385610879579
16.0,12.0,5.0,1.1,90.0,45.0,Cereals,Literature,High,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Cereals,Literature,High,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
25.0,8.0,1.0,2.5,30.0,40.0,Cereals,Literature,High,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.0780141843971631,0.2268041237113402,57.439496965708855
25.0,8.0,1.0,1.8,50.0,38.0,Cereals,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.0709219858156028,0.2268041237113402,57.794106894786864
12.0,6.0,80.0,0.9,90.0,35.0,Cereals,Estimate,Medium,0.0414683888511216,0.8,A,1.0,92.34126444595516,0.0602836879432624,0.0927835051546391,51.62499086056884
20.0,7.0,85.0,0.7,60.0,60.0,Cereals,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.1489361702127659,0.1752577319587628,51.31607808729984
16.0,12.0,5.0,1.1,90.0,45.0,Snacks,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Snacks,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
50.0,12.0,1.0,3.0,30.0,70.0,Snacks,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.4845360824742268,65.00694596768297
45.0,11.0,1.0,2.5,50.0,75.0,Snacks,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.202127659574468,0.4329896907216495,61.54310155735907
18.0,10.0,70.0,1.1,85.0,80.0,Snacks,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.1546391752577319,46.73905096146816
35.0,9.0,85.0,0.7,60.0,90.0,Snacks,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.3298969072164948,53.72888791401624
60.0,15.0,1.0,6.0,20.0,90.0,Snacks,Literature,High,0.3881713120326308,0.01,D,0.25,32.27314751869477,0.2553191489361702,0.5876288659793815,66.61548585216057
20.0,10.0,65.0,1.2,75.0,95.0,Snacks,Estimate,Medium,0.0618626784500339,0.65,B,0.75,79.52549286199864,0.2730496453900709,0.1752577319587628,45.1104043284346
16.0,12.0,5.0,1.1,90.0,50.0,Confectionery,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.1134751773049645,0.134020618556701,51.027272062586825
16.0,12.0,5.0,0.8,95.0,45.0,Confectionery,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0957446808510638,0.134020618556701,51.91379688528186
65.0,15.0,1.0,3.0,40.0,80.0,Confectionery,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.6391752577319587,70.9658550851795
65.0,15.0,1.0,1.8,60.0,78.0,Confectionery,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.6391752577319587,71.32046501425751
14.0,10.0,80.0,1.0,85.0,60.0,Confectionery,Estimate,Medium,0.0482664853840924,0.8,B,0.75,84.56934058463631,0.1489361702127659,0.1134020618556701,48.22329458214521
15.0,11.0,88.0,0.45,78.0,60.0,Confectionery,Estimate,Medium,0.0108769544527532,0.88,B,0.75,88.46492182188986,0.1489361702127659,0.1237113402061855,48.73875849967098
16.0,12.0,5.0,1.1,90.0,45.0,Coffee,Literature,High,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Coffee,Literature,High,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
60.0,15.0,1.0,6.0,20.0,90.0,Coffee,Literature,High,0.3881713120326308,0.01,D,0.25,32.27314751869477,0.2553191489361702,0.5876288659793815,66.61548585216057
45.0,11.0,1.0,2.5,50.0,75.0,Coffee,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.202127659574468,0.4329896907216495,61.54310155735907
18.0,10.0,70.0,1.1,85.0,80.0,Coffee,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.1546391752577319,46.73905096146816
35.0,9.0,85.0,0.7,60.0,90.0,Coffee,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.3298969072164948,53.72888791401624
16.0,12.0,5.0,1.1,90.0,45.0,Tea,Literature,High,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Tea,Literature,High,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
50.0,12.0,1.0,3.0,30.0,70.0,Tea,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.4845360824742268,65.00694596768297
45.0,11.0,1.0,2.5,50.0,75.0,Tea,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.202127659574468,0.4329896907216495,61.54310155735907
18.0,10.0,70.0,1.1,85.0,80.0,Tea,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.1546391752577319,46.73905096146816
35.0,9.0,85.0,0.7,60.0,90.0,Tea,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.3298969072164948,53.72888791401624
5.0,3.0,90.0,0.7,80.0,40.0,Tea,Literature,High,0.0278721957851801,0.9,B,0.75,88.3851121685928,0.0780141843971631,0.0206185567010309,47.13021861519339
35.0,8.0,80.0,0.6,60.0,90.0,Tea,Literature,High,0.0210740992522093,0.8,C,0.5,78.15703602991164,0.2553191489361702,0.3298969072164948,53.72888791401624
30.0,7.0,85.0,0.6,65.0,85.0,Tea,Estimate,Medium,0.0210740992522093,0.85,C,0.5,79.65703602991164,0.2375886524822695,0.2783505154639175,52.03809314908241
5.0,3.0,90.0,0.55,85.0,35.0,Tea,Estimate,Medium,0.017675050985724,0.9,B,0.75,88.79299796057104,0.0602836879432624,0.0206185567010309,48.01674343788843
16.0,12.0,5.0,1.1,90.0,45.0,Pet Food,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Pet Food,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
50.0,12.0,1.0,3.0,30.0,70.0,Pet Food,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.1843971631205673,0.4845360824742268,65.00694596768297
45.0,11.0,1.0,2.5,50.0,75.0,Pet Food,Estimate,Medium,0.1502379333786539,0.01,C,0.5,49.29048266485384,0.202127659574468,0.4329896907216495,61.54310155735907
18.0,10.0,70.0,1.1,85.0,80.0,Pet Food,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.1546391752577319,46.73905096146816
35.0,9.0,85.0,0.7,60.0,90.0,Pet Food,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.3298969072164948,53.72888791401624
80.0,22.0,0.0,6.0,90.0,100.0,Pet Food,Literature,High,0.3881713120326308,0.0,A,1.0,54.473147518694766,0.2907801418439716,0.7938144329896907,75.15171455728596
80.0,22.0,0.0,4.0,95.0,95.0,Pet Food,Estimate,Medium,0.2522093813732154,0.0,A,1.0,59.91162474507138,0.2730496453900709,0.7938144329896907,76.038239379981
16.0,12.0,5.0,1.1,90.0,45.0,Home Care,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Home Care,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
65.0,18.0,1.0,3.1,50.0,80.0,Home Care,Literature,High,0.1910265125764785,0.01,C,0.5,47.65893949694087,0.2198581560283688,0.6391752577319587,70.9658550851795
65.0,18.0,1.0,2.0,70.0,78.0,Home Care,Estimate,Medium,0.1162474507138001,0.01,B,0.75,58.15010197144799,0.2127659574468085,0.6391752577319587,71.32046501425751
30.0,10.0,1.0,2.5,30.0,50.0,Home Care,Estimate,Medium,0.1502379333786539,0.01,D,0.25,41.79048266485385,0.1134751773049645,0.2783505154639175,58.24376690794766
30.0,10.0,1.0,2.3,50.0,55.0,Home Care,Estimate,Medium,0.1366417403127124,0.01,C,0.5,49.8343303874915,0.1312056737588652,0.2783505154639175,57.357242085252615
25.0,9.0,85.0,0.7,60.0,80.0,Home Care,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2198581560283688,0.2268041237113402,50.34729838414857
18.0,12.0,60.0,1.1,75.0,90.0,Home Care,Estimate,Medium,0.0550645819170632,0.6,B,0.75,78.29741672331747,0.2553191489361702,0.1546391752577319,44.96600131607809
16.0,12.0,5.0,1.1,90.0,45.0,Personal Care,Estimate,Medium,0.0550645819170632,0.05,A,1.0,69.29741672331747,0.0957446808510638,0.134020618556701,51.91379688528186
16.0,12.0,5.0,0.8,95.0,41.0,Personal Care,Estimate,Medium,0.0346702923181509,0.05,A,1.0,70.11318830727397,0.0815602836879432,0.134020618556701,52.62301674343789
60.0,15.0,1.0,3.0,40.0,80.0,Personal Care,Literature,High,0.1842284160435078,0.01,D,0.25,40.430863358259685,0.2198581560283688,0.5876288659793815,68.38853549755063
60.0,15.0,1.0,1.8,60.0,78.0,Personal Care,Estimate,Medium,0.1026512576478586,0.01,C,0.5,51.19394969408566,0.2127659574468085,0.5876288659793815,68.74314542662864
18.0,10.0,70.0,1.1,85.0,80.0,Personal Care,Estimate,Medium,0.0550645819170632,0.7,B,0.75,81.29741672331747,0.2198581560283688,0.1546391752577319,46.73905096146816
35.0,9.0,85.0,0.7,60.0,90.0,Personal Care,Estimate,Medium,0.0278721957851801,0.85,C,0.5,79.3851121685928,0.2553191489361702,0.3298969072164948,53.72888791401624
18.0,18.0,5.0,1.2,90.0,50.0,Electronics,Literature,High,0.0618626784500339,0.05,A,1.0,69.02549286199864,0.1134751773049645,0.1546391752577319,52.05819989763838
18.0,18.0,5.0,0.82,95.0,46.0,Electronics,Literature,High,0.036029911624745,0.05,A,1.0,70.0588035350102,0.0992907801418439,0.1546391752577319,52.7674197557944
